"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",251021,2025-10-21,099741,CME ,00,099 ,  835887,  244507,  132755,   19651,  479961,  636194,  744119,  788600,   91768,   47287,  835887,  244507,  132755,   19651,  479961,  636194,  744119,  788600,   91768,   47287,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5192,    1497,   -1930,   -2133,   -4140,    2963,   -4776,   -1100,    -416,   -4092,  100.0,   29.3,   15.9,    2.4,   57.4,   76.1,   89.0,   94.3,   11.0,    5.7,  100.0,   29.3,   15.9,    2.4,   57.4,   76.1,   89.0,   94.3,   11.0,    5.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    288,     84,     39,     26,    126,     87,    216,    146,    288,     84,     39,     26,    126,     87,    216,    146,      0,      0,      0,      0,      0,      0,      0,      0,    17.4,    57.5,    28.5,    71.1,    16.7,    57.4,    27.3,    71.0,    17.4,    57.5,    28.5,    71.1,    16.7,    57.4,    27.3,    71.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",251014,2025-10-14,099741,CME ,00,099 ,  841079,  243010,  134685,   21784,  484101,  633231,  748895,  789700,   92184,   51379,  841079,  243010,  134685,   21784,  484101,  633231,  748895,  789700,   92184,   51379,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -14207,  -12897,   -2857,    5744,   -4001,  -22705,  -11154,  -19818,   -3053,    5611,  100.0,   28.9,   16.0,    2.6,   57.6,   75.3,   89.0,   93.9,   11.0,    6.1,  100.0,   28.9,   16.0,    2.6,   57.6,   75.3,   89.0,   93.9,   11.0,    6.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    292,     85,     40,     26,    127,     86,    220,    144,    292,     85,     40,     26,    127,     86,    220,    144,      0,      0,      0,      0,      0,      0,      0,      0,    17.1,    57.4,    27.8,    70.7,    16.4,    57.3,    26.7,    70.6,    17.1,    57.4,    27.8,    70.7,    16.4,    57.3,    26.7,    70.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",251007,2025-10-07,099741,CME ,00,099 ,  855286,  255907,  137542,   16040,  488102,  655936,  760049,  809518,   95237,   45768,  855286,  255907,  137542,   16040,  488102,  655936,  760049,  809518,   95237,   45768,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9511,    3377,    2381,    1173,    3993,    4691,    8543,    8245,     968,    1266,  100.0,   29.9,   16.1,    1.9,   57.1,   76.7,   88.9,   94.6,   11.1,    5.4,  100.0,   29.9,   16.1,    1.9,   57.1,   76.7,   88.9,   94.6,   11.1,    5.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    306,     94,     39,     26,    133,     85,    233,    144,    306,     94,     39,     26,    133,     85,    233,    144,      0,      0,      0,      0,      0,      0,      0,      0,    17.1,    57.3,    27.7,    71.3,    16.4,    57.2,    26.7,    71.2,    17.1,    57.3,    27.7,    71.3,    16.4,    57.2,    26.7,    71.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250930,2025-09-30,099741,CME ,00,099 ,  845775,  252530,  135161,   14867,  484109,  651245,  751506,  801273,   94269,   44502,  845775,  252530,  135161,   14867,  484109,  651245,  751506,  801273,   94269,   44502,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -13440,      58,   -2966,   -1346,  -11350,   -9991,  -12638,  -14303,    -802,     863,  100.0,   29.9,   16.0,    1.8,   57.2,   77.0,   88.9,   94.7,   11.1,    5.3,  100.0,   29.9,   16.0,    1.8,   57.2,   77.0,   88.9,   94.7,   11.1,    5.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    307,     90,     40,     24,    134,     85,    231,    142,    307,     90,     40,     24,    134,     85,    231,    142,      0,      0,      0,      0,      0,      0,      0,      0,    17.3,    58.2,    27.8,    71.5,    16.6,    58.2,    26.8,    71.4,    17.3,    58.2,    27.8,    71.5,    16.6,    58.2,    26.8,    71.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250923,2025-09-23,099741,CME ,00,099 ,  859215,  252472,  138127,   16213,  495459,  661236,  764144,  815576,   95071,   43639,  859215,  252472,  138127,   16213,  495459,  661236,  764144,  815576,   95071,   43639,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3767,    -789,    2625,    -873,    4978,    3375,    3316,    5127,     451,   -1360,  100.0,   29.4,   16.1,    1.9,   57.7,   77.0,   88.9,   94.9,   11.1,    5.1,  100.0,   29.4,   16.1,    1.9,   57.7,   77.0,   88.9,   94.9,   11.1,    5.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    308,     91,     41,     26,    133,     87,    233,    145,    308,     91,     41,     26,    133,     87,    233,    145,      0,      0,      0,      0,      0,      0,      0,      0,    17.1,    57.9,    27.2,    71.0,    16.5,    57.9,    26.2,    70.9,    17.1,    57.9,    27.2,    71.0,    16.5,    57.9,    26.2,    70.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250916,2025-09-16,099741,CME ,00,099 ,  855448,  253261,  135502,   17086,  490481,  657861,  760828,  810449,   94620,   44999,  855448,  253261,  135502,   17086,  490481,  657861,  760828,  810449,   94620,   44999,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -22656,   -4788,    3130,  -33691,   21620,    9353,  -16859,  -21208,   -5797,   -1448,  100.0,   29.6,   15.8,    2.0,   57.3,   76.9,   88.9,   94.7,   11.1,    5.3,  100.0,   29.6,   15.8,    2.0,   57.3,   76.9,   88.9,   94.7,   11.1,    5.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    310,     94,     42,     27,    132,     87,    237,    145,    310,     94,     42,     27,    132,     87,    237,    145,      0,      0,      0,      0,      0,      0,      0,      0,    17.5,    58.7,    27.3,    71.1,    16.8,    58.6,    26.4,    71.1,    17.5,    58.7,    27.3,    71.1,    16.8,    58.6,    26.4,    71.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250909,2025-09-09,099741,CME ,00,099 ,  878104,  258049,  132372,   50777,  468861,  648508,  777687,  831657,  100417,   46447,  878104,  258049,  132372,   50777,  468861,  648508,  777687,  831657,  100417,   46447,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   32284,    2389,   -3696,   11676,   13165,   21543,   27230,   29523,    5054,    2761,  100.0,   29.4,   15.1,    5.8,   53.4,   73.9,   88.6,   94.7,   11.4,    5.3,  100.0,   29.4,   15.1,    5.8,   53.4,   73.9,   88.6,   94.7,   11.4,    5.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    299,     88,     40,     32,    133,     93,    232,    154,    299,     88,     40,     32,    133,     93,    232,    154,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    52.2,    27.7,    67.8,    14.6,    52.2,    24.1,    65.3,    16.1,    52.2,    27.7,    67.8,    14.6,    52.2,    24.1,    65.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250902,2025-09-02,099741,CME ,00,099 ,  845820,  255660,  136068,   39101,  455696,  626965,  750457,  802134,   95363,   43686,  845820,  255660,  136068,   39101,  455696,  626965,  750457,  802134,   95363,   43686,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3605,   -2726,     721,   11531,   -5467,   -7404,    3338,    4848,     267,   -1243,  100.0,   30.2,   16.1,    4.6,   53.9,   74.1,   88.7,   94.8,   11.3,    5.2,  100.0,   30.2,   16.1,    4.6,   53.9,   74.1,   88.7,   94.8,   11.3,    5.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    317,     93,     45,     34,    135,     91,    243,    155,    317,     93,     45,     34,    135,     91,    243,    155,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    53.6,    26.9,    67.5,    15.4,    53.5,    25.1,    67.0,    16.1,    53.6,    26.9,    67.5,    15.4,    53.5,    25.1,    67.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250826,2025-08-26,099741,CME ,00,099 ,  842215,  258386,  135347,   27570,  461163,  634369,  747119,  797286,   95096,   44929,  842215,  258386,  135347,   27570,  461163,  634369,  747119,  797286,   95096,   44929,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   16996,    5667,    1373,    1509,    8866,   15641,   16042,   18523,     954,   -1527,  100.0,   30.7,   16.1,    3.3,   54.8,   75.3,   88.7,   94.7,   11.3,    5.3,  100.0,   30.7,   16.1,    3.3,   54.8,   75.3,   88.7,   94.7,   11.3,    5.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    313,     94,     40,     32,    134,     93,    240,    153,    313,     94,     40,     32,    134,     93,    240,    153,      0,      0,      0,      0,      0,      0,      0,      0,    16.3,    54.9,    26.5,    68.6,    15.6,    54.0,    25.5,    67.6,    16.3,    54.9,    26.5,    68.6,    15.6,    54.0,    25.5,    67.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250819,2025-08-19,099741,CME ,00,099 ,  825219,  252719,  133974,   26061,  452297,  618728,  731077,  778763,   94142,   46456,  825219,  252719,  133974,   26061,  452297,  618728,  731077,  778763,   94142,   46456,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     247,    6420,    3106,    1518,   -5740,   -6372,    2198,   -1748,   -1951,    1995,  100.0,   30.6,   16.2,    3.2,   54.8,   75.0,   88.6,   94.4,   11.4,    5.6,  100.0,   30.6,   16.2,    3.2,   54.8,   75.0,   88.6,   94.4,   11.4,    5.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    307,     92,     38,     30,    134,     90,    239,    145,    307,     92,     38,     30,    134,     90,    239,    145,      0,      0,      0,      0,      0,      0,      0,      0,    16.6,    55.1,    27.0,    69.0,    15.9,    55.1,    26.0,    68.9,    16.6,    55.1,    27.0,    69.0,    15.9,    55.1,    26.0,    68.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250812,2025-08-12,099741,CME ,00,099 ,  824972,  246299,  130868,   24543,  458037,  625100,  728879,  780511,   96093,   44461,  824972,  246299,  130868,   24543,  458037,  625100,  728879,  780511,   96093,   44461,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6612,   -1058,    -530,    -676,    4468,    7986,    2734,    6780,    3878,    -168,  100.0,   29.9,   15.9,    3.0,   55.5,   75.8,   88.4,   94.6,   11.6,    5.4,  100.0,   29.9,   15.9,    3.0,   55.5,   75.8,   88.4,   94.6,   11.6,    5.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    304,     90,     37,     27,    134,     90,    236,    142,    304,     90,     37,     27,    134,     90,    236,    142,      0,      0,      0,      0,      0,      0,      0,      0,    16.2,    55.0,    27.4,    68.6,    15.5,    55.0,    26.4,    68.5,    16.2,    55.0,    27.4,    68.6,    15.5,    55.0,    26.4,    68.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250805,2025-08-05,099741,CME ,00,099 ,  818360,  247357,  131398,   25219,  453569,  617114,  726145,  773731,   92215,   44629,  818360,  247357,  131398,   25219,  453569,  617114,  726145,  773731,   92215,   44629,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -10217,   -1484,    5916,   -4046,    1019,  -11214,   -4511,   -9344,   -5706,    -873,  100.0,   30.2,   16.1,    3.1,   55.4,   75.4,   88.7,   94.5,   11.3,    5.5,  100.0,   30.2,   16.1,    3.1,   55.4,   75.4,   88.7,   94.5,   11.3,    5.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    308,     92,     37,     30,    131,     95,    231,    154,    308,     92,     37,     30,    131,     95,    231,    154,      0,      0,      0,      0,      0,      0,      0,      0,    15.8,    54.6,    27.1,    67.8,    15.1,    54.6,    26.0,    67.8,    15.8,    54.6,    27.1,    67.8,    15.1,    54.6,    26.0,    67.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250729,2025-07-29,099741,CME ,00,099 ,  828577,  248841,  125482,   29265,  452550,  628328,  730656,  783075,   97921,   45502,  828577,  248841,  125482,   29265,  452550,  628328,  730656,  783075,   97921,   45502,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -14870,     461,    2617,    -486,  -16550,  -18485,  -16575,  -16354,    1705,    1484,  100.0,   30.0,   15.1,    3.5,   54.6,   75.8,   88.2,   94.5,   11.8,    5.5,  100.0,   30.0,   15.1,    3.5,   54.6,   75.8,   88.2,   94.5,   11.8,    5.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    308,     88,     38,     32,    133,     95,    232,    154,    308,     88,     38,     32,    133,     95,    232,    154,      0,      0,      0,      0,      0,      0,      0,      0,    15.5,    54.1,    26.5,    67.1,    14.7,    54.0,    25.3,    67.1,    15.5,    54.1,    26.5,    67.1,    14.7,    54.0,    25.3,    67.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250722,2025-07-22,099741,CME ,00,099 ,  843447,  248380,  122865,   29751,  469100,  646813,  747231,  799429,   96216,   44018,  843447,  248380,  122865,   29751,  469100,  646813,  747231,  799429,   96216,   44018,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   23007,    6284,    8990,     540,   17575,   11073,   24399,   20603,   -1392,    2404,  100.0,   29.4,   14.6,    3.5,   55.6,   76.7,   88.6,   94.8,   11.4,    5.2,  100.0,   29.4,   14.6,    3.5,   55.6,   76.7,   88.6,   94.8,   11.4,    5.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    312,     93,     39,     26,    131,     91,    235,    145,    312,     93,     39,     26,    131,     91,    235,    145,      0,      0,      0,      0,      0,      0,      0,      0,    15.1,    54.3,    25.6,    68.0,    14.4,    54.3,    24.2,    67.9,    15.1,    54.3,    25.6,    68.0,    14.4,    54.3,    24.2,    67.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250715,2025-07-15,099741,CME ,00,099 ,  820440,  242096,  113875,   29211,  451525,  635740,  722832,  778826,   97608,   41614,  820440,  242096,  113875,   29211,  451525,  635740,  722832,  778826,   97608,   41614,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   14593,     971,   -6654,    3809,   11572,   18364,   16352,   15519,   -1759,    -926,  100.0,   29.5,   13.9,    3.6,   55.0,   77.5,   88.1,   94.9,   11.9,    5.1,  100.0,   29.5,   13.9,    3.6,   55.0,   77.5,   88.1,   94.9,   11.9,    5.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    307,     92,     36,     29,    133,     91,    235,    146,    307,     92,     36,     29,    133,     91,    235,    146,      0,      0,      0,      0,      0,      0,      0,      0,    15.4,    54.1,    24.8,    68.3,    14.4,    54.1,    23.3,    68.3,    15.4,    54.1,    24.8,    68.3,    14.4,    54.1,    23.3,    68.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250708,2025-07-08,099741,CME ,00,099 ,  805847,  241125,  120529,   25402,  439953,  617376,  706480,  763307,   99367,   42540,  805847,  241125,  120529,   25402,  439953,  617376,  706480,  763307,   99367,   42540,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   26816,   16146,    3087,   -1777,    9040,   25799,   23409,   27109,    3407,    -293,  100.0,   29.9,   15.0,    3.2,   54.6,   76.6,   87.7,   94.7,   12.3,    5.3,  100.0,   29.9,   15.0,    3.2,   54.6,   76.6,   87.7,   94.7,   12.3,    5.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    303,     89,     39,     27,    132,     86,    232,    141,    303,     89,     39,     27,    132,     86,    232,    141,      0,      0,      0,      0,      0,      0,      0,      0,    15.8,    54.4,    24.4,    67.1,    14.8,    54.4,    23.2,    67.0,    15.8,    54.4,    24.4,    67.1,    14.8,    54.4,    23.2,    67.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250701,2025-07-01,099741,CME ,00,099 ,  779031,  224979,  117442,   27179,  430913,  591577,  683071,  736198,   95960,   42833,  779031,  224979,  117442,   27179,  430913,  591577,  683071,  736198,   95960,   42833,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   16424,    1188,    4786,     596,   13550,    9913,   15334,   15295,    1090,    1129,  100.0,   28.9,   15.1,    3.5,   55.3,   75.9,   87.7,   94.5,   12.3,    5.5,  100.0,   28.9,   15.1,    3.5,   55.3,   75.9,   87.7,   94.5,   12.3,    5.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    316,     95,     44,     30,    131,     90,    238,    152,    316,     95,     44,     30,    131,     90,    238,    152,      0,      0,      0,      0,      0,      0,      0,      0,    15.8,    55.8,    25.3,    66.3,    14.8,    55.8,    24.0,    66.3,    15.8,    55.8,    25.3,    66.3,    14.8,    55.8,    24.0,    66.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250624,2025-06-24,099741,CME ,00,099 ,  762607,  223791,  112656,   26583,  417363,  581664,  667737,  720903,   94870,   41704,  762607,  223791,  112656,   26583,  417363,  581664,  667737,  720903,   94870,   41704,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6746,    2980,   -6602,    4077,    2634,    5914,    9691,    3389,   -2945,    3357,  100.0,   29.3,   14.8,    3.5,   54.7,   76.3,   87.6,   94.5,   12.4,    5.5,  100.0,   29.3,   14.8,    3.5,   54.7,   76.3,   87.6,   94.5,   12.4,    5.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    306,     98,     35,     31,    130,     84,    240,    138,    306,     98,     35,     31,    130,     84,    240,    138,      0,      0,      0,      0,      0,      0,      0,      0,    15.5,    57.1,    25.2,    67.3,    14.8,    57.0,    23.9,    67.2,    15.5,    57.1,    25.2,    67.3,    14.8,    57.0,    23.9,    67.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250617,2025-06-17,099741,CME ,00,099 ,  755861,  220811,  119258,   22506,  414729,  575750,  658046,  717514,   97815,   38347,  755861,  220811,  119258,   22506,  414729,  575750,  658046,  717514,   97815,   38347,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -54656,   12057,    3529,  -27611,  -34428,  -24663,  -49982,  -48745,   -4674,   -5911,  100.0,   29.2,   15.8,    3.0,   54.9,   76.2,   87.1,   94.9,   12.9,    5.1,  100.0,   29.2,   15.8,    3.0,   54.9,   76.2,   87.1,   94.9,   12.9,    5.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    304,     92,     37,     26,    131,     87,    231,    142,    304,     92,     37,     26,    131,     87,    231,    142,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,    57.4,    25.6,    68.2,    15.1,    57.4,    24.3,    68.2,    16.1,    57.4,    25.6,    68.2,    15.1,    57.4,    24.3,    68.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",250610,2025-06-10,099741,CME ,00,099 ,  810517,  208754,  115729,   50117,  449157,  600413,  708028,  766259,  102489,   44258,  810517,  208754,  115729,   50117,  449157,  600413,  708028,  766259,  102489,   44258,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   29233,    5968,   -4293,    9921,   11480,   24451,   27369,   30079,    1864,    -846,  100.0,   25.8,   14.3,    6.2,   55.4,   74.1,   87.4,   94.5,   12.6,    5.5,  100.0,   25.8,   14.3,    6.2,   55.4,   74.1,   87.4,   94.5,   12.6,    5.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    301,     94,     38,     32,    131,     87,    237,    146,    301,     94,     38,     32,    131,     87,    237,    146,      0,      0,      0,      0,      0,      0,      0,      0,    15.2,    47.4,    24.5,    63.0,    14.2,    46.1,    22.5,    60.4,    15.2,    47.4,    24.5,    63.0,    14.2,    46.1,    22.5,    60.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
